"","ValueID","IndicatorID","InsertDate","Numerator","Denominator","IndicatorValue","IndicatorValueType","LowerCI95","UpperCI95","AggregationType","AggregationLabel","FiscalYear","Gender","AgeGroup","IMD","EthnicityCode","NHSCodeDefinition","StatusID","DataQualityID","IndicatorStartDate","IndicatorEndDate"
"122",122,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2020/2021","Persons","65+","Q4","Z","Not stated",1,1,2020-04-01,2021-03-31
"123",123,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2021/2022","Persons","65+","Q4","Z","Not stated",1,1,2021-04-01,2022-03-31
"124",124,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2022/2023","Persons","65+","Q4","Z","Not stated",1,1,2022-04-01,2023-03-31
"125",125,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2023/2024","Persons","65+","Q4","Z","Not stated",1,1,2023-04-01,2024-03-31
"126",126,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2019/2020","Persons","65+","Q4",NA,NA,1,1,2019-04-01,2020-03-31
"127",127,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2020/2021","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2021-03-31
"128",128,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2021/2022","Persons","65+","Q4",NA,NA,1,1,2021-04-01,2022-03-31
"129",129,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2022/2023","Persons","65+","Q4",NA,NA,1,1,2022-04-01,2023-03-31
"130",130,49,2024-05-29,0,9,0,"Ethnicity-IMD Crude Rate",0,40987.5494901548,"ICB","BSOL ICB","2023/2024","Persons","65+","Q4",NA,NA,1,1,2023-04-01,2024-03-31
"131",131,49,2024-05-29,0,10,0,"Ethnicity-IMD Crude Rate",0,36888.7945411394,"ICB","BSOL ICB","2019/2020","Persons","65+","Q5","E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"132",132,49,2024-05-29,0,10,0,"Ethnicity-IMD Crude Rate",0,36888.7945411394,"ICB","BSOL ICB","2020/2021","Persons","65+","Q5","E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"133",133,49,2024-05-29,0,10,0,"Ethnicity-IMD Crude Rate",0,36888.7945411394,"ICB","BSOL ICB","2021/2022","Persons","65+","Q5","E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"134",134,49,2024-05-29,1,10,10000,"Ethnicity-IMD Crude Rate",253.178079842899,55716.433909389,"ICB","BSOL ICB","2022/2023","Persons","65+","Q5","E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"135",135,49,2024-05-29,0,10,0,"Ethnicity-IMD Crude Rate",0,36888.7945411394,"ICB","BSOL ICB","2023/2024","Persons","65+","Q5","E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"136",136,49,2024-05-29,0,39,0,"Ethnicity-IMD Crude Rate",0,9458.66526695881,"ICB","BSOL ICB","2019/2020","Persons","65+","Q5","L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"137",137,49,2024-05-29,1,39,2564.10256410256,"Ethnicity-IMD Crude Rate",64.9174563699741,14286.2651049715,"ICB","BSOL ICB","2020/2021","Persons","65+","Q5","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"138",138,49,2024-05-29,0,39,0,"Ethnicity-IMD Crude Rate",0,9458.66526695881,"ICB","BSOL ICB","2021/2022","Persons","65+","Q5","L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"139",139,49,2024-05-29,0,39,0,"Ethnicity-IMD Crude Rate",0,9458.66526695881,"ICB","BSOL ICB","2022/2023","Persons","65+","Q5","L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"140",140,49,2024-05-29,4,39,10256.4102564103,"Ethnicity-IMD Crude Rate",2794.52659904186,26260.4837830864,"ICB","BSOL ICB","2023/2024","Persons","65+","Q5","L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"141",141,49,2024-05-29,0,5,0,"Ethnicity-IMD Crude Rate",0,73777.5890822787,"ICB","BSOL ICB","2019/2020","Persons","65+","Q5","Z","Not stated",1,1,2019-04-01,2020-03-31
"142",142,49,2024-05-29,0,5,0,"Ethnicity-IMD Crude Rate",0,73777.5890822787,"ICB","BSOL ICB","2020/2021","Persons","65+","Q5","Z","Not stated",1,1,2020-04-01,2021-03-31
"143",143,49,2024-05-29,0,5,0,"Ethnicity-IMD Crude Rate",0,73777.5890822787,"ICB","BSOL ICB","2021/2022","Persons","65+","Q5","Z","Not stated",1,1,2021-04-01,2022-03-31
"144",144,49,2024-05-29,0,5,0,"Ethnicity-IMD Crude Rate",0,73777.5890822787,"ICB","BSOL ICB","2022/2023","Persons","65+","Q5","Z","Not stated",1,1,2022-04-01,2023-03-31
"145",145,49,2024-05-29,0,5,0,"Ethnicity-IMD Crude Rate",0,73777.5890822787,"ICB","BSOL ICB","2023/2024","Persons","65+","Q5","Z","Not stated",1,1,2023-04-01,2024-03-31
"146",146,49,2024-05-29,0,7,0,"Ethnicity-IMD Crude Rate",0,52698.2779159134,"ICB","BSOL ICB","2019/2020","Persons","65+","Q5",NA,NA,1,1,2019-04-01,2020-03-31
"147",147,49,2024-05-29,0,7,0,"Ethnicity-IMD Crude Rate",0,52698.2779159134,"ICB","BSOL ICB","2020/2021","Persons","65+","Q5",NA,NA,1,1,2020-04-01,2021-03-31
"148",148,49,2024-05-29,0,7,0,"Ethnicity-IMD Crude Rate",0,52698.2779159134,"ICB","BSOL ICB","2021/2022","Persons","65+","Q5",NA,NA,1,1,2021-04-01,2022-03-31
"149",149,49,2024-05-29,0,7,0,"Ethnicity-IMD Crude Rate",0,52698.2779159134,"ICB","BSOL ICB","2022/2023","Persons","65+","Q5",NA,NA,1,1,2022-04-01,2023-03-31
"150",150,49,2024-05-29,0,7,0,"Ethnicity-IMD Crude Rate",0,52698.2779159134,"ICB","BSOL ICB","2023/2024","Persons","65+","Q5",NA,NA,1,1,2023-04-01,2024-03-31
"151",151,49,2024-05-29,4,33,12121.2121212121,"Overall Crude Rate",3302.6223443222,31035.117198193,"Ward","Acocks Green","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"152",152,49,2024-05-29,3,33,9090.90909090909,"Overall Crude Rate",1874.76400877455,26567.4941507343,"Ward","Acocks Green","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"153",153,49,2024-05-29,6,33,18181.8181818182,"Overall Crude Rate",6672.40682876015,39574.1637046021,"Ward","Acocks Green","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"154",154,49,2024-05-29,3,33,9090.90909090909,"Overall Crude Rate",1874.76400877455,26567.4941507343,"Ward","Acocks Green","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"155",155,49,2024-05-29,3,33,9090.90909090909,"Overall Crude Rate",1874.76400877455,26567.4941507343,"Ward","Acocks Green","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"156",156,49,2024-05-29,0,15,0,"Overall Crude Rate",0,24592.5296940929,"Ward","Allens Cross","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"157",157,49,2024-05-29,0,15,0,"Overall Crude Rate",0,24592.5296940929,"Ward","Allens Cross","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"158",158,49,2024-05-29,1,15,6666.66666666667,"Overall Crude Rate",168.785386561933,37144.289272926,"Ward","Allens Cross","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"159",159,49,2024-05-29,0,15,0,"Overall Crude Rate",0,24592.5296940929,"Ward","Allens Cross","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"160",160,49,2024-05-29,1,15,6666.66666666667,"Overall Crude Rate",168.785386561933,37144.289272926,"Ward","Allens Cross","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"161",161,49,2024-05-29,6,123,4878.0487804878,"Overall Crude Rate",1790.15792966736,10617.4585548932,"Ward","Alum Rock","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"162",162,49,2024-05-29,5,123,4065.0406504065,"Overall Crude Rate",1319.90763424262,9486.44884497778,"Ward","Alum Rock","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"163",163,49,2024-05-29,2,123,1626.0162601626,"Overall Crude Rate",196.91811263737,5873.72981115769,"Ward","Alum Rock","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"164",164,49,2024-05-29,4,123,3252.0325203252,"Overall Crude Rate",886.069409452297,8326.49485805179,"Ward","Alum Rock","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"165",165,49,2024-05-29,6,123,4878.0487804878,"Overall Crude Rate",1790.15792966736,10617.4585548932,"Ward","Alum Rock","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"166",166,49,2024-05-29,0,43,0,"Overall Crude Rate",0,8578.78942817194,"Ward","Aston","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"167",167,49,2024-05-29,0,43,0,"Overall Crude Rate",0,8578.78942817194,"Ward","Aston","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"168",168,49,2024-05-29,3,43,6976.74418604651,"Overall Crude Rate",1438.77237882698,20389.0071389356,"Ward","Aston","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"169",169,49,2024-05-29,0,43,0,"Overall Crude Rate",0,8578.78942817194,"Ward","Aston","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"170",170,49,2024-05-29,0,43,0,"Overall Crude Rate",0,8578.78942817194,"Ward","Aston","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"171",171,49,2024-05-29,3,39,7692.30769230769,"Overall Crude Rate",1586.33877665539,22480.1873583137,"Ward","Balsall Heath West","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"172",172,49,2024-05-29,1,39,2564.10256410256,"Overall Crude Rate",64.9174563699741,14286.2651049715,"Ward","Balsall Heath West","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"173",173,49,2024-05-29,1,39,2564.10256410256,"Overall Crude Rate",64.9174563699741,14286.2651049715,"Ward","Balsall Heath West","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"174",174,49,2024-05-29,1,39,2564.10256410256,"Overall Crude Rate",64.9174563699741,14286.2651049715,"Ward","Balsall Heath West","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"175",175,49,2024-05-29,1,39,2564.10256410256,"Overall Crude Rate",64.9174563699741,14286.2651049715,"Ward","Balsall Heath West","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"176",176,49,2024-05-29,0,17,0,"Overall Crude Rate",0,21699.2909065526,"Ward","Bartley Green","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"177",177,49,2024-05-29,0,17,0,"Overall Crude Rate",0,21699.2909065526,"Ward","Bartley Green","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"178",178,49,2024-05-29,0,17,0,"Overall Crude Rate",0,21699.2909065526,"Ward","Bartley Green","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"179",179,49,2024-05-29,0,17,0,"Overall Crude Rate",0,21699.2909065526,"Ward","Bartley Green","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"180",180,49,2024-05-29,1,17,5882.35294117647,"Overall Crude Rate",148.928282260529,32774.3728878759,"Ward","Bartley Green","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"181",181,49,2024-05-29,0,6,0,"Overall Crude Rate",0,61481.3242352323,"Ward","Bickenhill","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"182",182,49,2024-05-29,2,6,33333.3333333333,"Overall Crude Rate",4036.82130906608,120411.461128733,"Ward","Bickenhill","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"183",183,49,2024-05-29,0,6,0,"Overall Crude Rate",0,61481.3242352323,"Ward","Bickenhill","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"184",184,49,2024-05-29,0,6,0,"Overall Crude Rate",0,61481.3242352323,"Ward","Bickenhill","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"185",185,49,2024-05-29,1,6,16666.6666666667,"Overall Crude Rate",421.963466404832,92860.723182315,"Ward","Bickenhill","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"186",186,49,2024-05-29,6,37,16216.2162162162,"Overall Crude Rate",5951.06554997527,35295.875736537,"Ward","Billesley","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"187",187,49,2024-05-29,2,37,5405.40540540541,"Overall Crude Rate",654.619671740446,19526.1828857404,"Ward","Billesley","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"188",188,49,2024-05-29,5,37,13513.5135135135,"Overall Crude Rate",4387.80105437411,31536.032646818,"Ward","Billesley","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"189",189,49,2024-05-29,1,37,2702.7027027027,"Overall Crude Rate",68.4265080656484,15058.4956511862,"Ward","Billesley","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"190",190,49,2024-05-29,3,37,8108.10810810811,"Overall Crude Rate",1672.08681863676,23695.3326209252,"Ward","Billesley","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"191",191,49,2024-05-29,2,52,3846.15384615385,"Overall Crude Rate",465.78707412301,13893.6301302384,"Ward","Birchfield","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"192",192,49,2024-05-29,0,52,0,"Overall Crude Rate",0,7093.99895021911,"Ward","Birchfield","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"193",193,49,2024-05-29,2,52,3846.15384615385,"Overall Crude Rate",465.78707412301,13893.6301302384,"Ward","Birchfield","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"194",194,49,2024-05-29,2,52,3846.15384615385,"Overall Crude Rate",465.78707412301,13893.6301302384,"Ward","Birchfield","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"195",195,49,2024-05-29,1,52,1923.07692307692,"Overall Crude Rate",48.6880922774806,10714.6988287287,"Ward","Birchfield","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"196",196,49,2024-05-29,0,14,0,"Overall Crude Rate",0,26349.1389579567,"Ward","Blythe","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"197",197,49,2024-05-29,0,14,0,"Overall Crude Rate",0,26349.1389579567,"Ward","Blythe","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"198",198,49,2024-05-29,0,14,0,"Overall Crude Rate",0,26349.1389579567,"Ward","Blythe","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"199",199,49,2024-05-29,0,14,0,"Overall Crude Rate",0,26349.1389579567,"Ward","Blythe","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"200",200,49,2024-05-29,0,14,0,"Overall Crude Rate",0,26349.1389579567,"Ward","Blythe","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"201",201,49,2024-05-29,5,24,20833.3333333333,"Overall Crude Rate",6764.52662549342,48618.0503305111,"Ward","Bordesley & Highgate","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"202",202,49,2024-05-29,2,24,8333.33333333333,"Overall Crude Rate",1009.20532726652,30102.8652821832,"Ward","Bordesley & Highgate","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"203",203,49,2024-05-29,1,24,4166.66666666667,"Overall Crude Rate",105.490866601208,23215.1807955787,"Ward","Bordesley & Highgate","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"204",204,49,2024-05-29,2,24,8333.33333333333,"Overall Crude Rate",1009.20532726652,30102.8652821832,"Ward","Bordesley & Highgate","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"205",205,49,2024-05-29,0,24,0,"Overall Crude Rate",0,15370.3310588081,"Ward","Bordesley & Highgate","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"206",206,49,2024-05-29,1,35,2857.14285714286,"Overall Crude Rate",72.3365942408283,15918.9811169683,"Ward","Bordesley Green","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"207",207,49,2024-05-29,1,35,2857.14285714286,"Overall Crude Rate",72.3365942408283,15918.9811169683,"Ward","Bordesley Green","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"208",208,49,2024-05-29,0,35,0,"Overall Crude Rate",0,10539.6555831827,"Ward","Bordesley Green","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"209",209,49,2024-05-29,1,35,2857.14285714286,"Overall Crude Rate",72.3365942408283,15918.9811169683,"Ward","Bordesley Green","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"210",210,49,2024-05-29,3,35,8571.42857142857,"Overall Crude Rate",1767.63463684458,25049.3516278352,"Ward","Bordesley Green","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"211",211,49,2024-05-29,0,15,0,"Overall Crude Rate",0,24592.5296940929,"Ward","Bournbrook & Selly Park","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"212",212,49,2024-05-29,0,15,0,"Overall Crude Rate",0,24592.5296940929,"Ward","Bournbrook & Selly Park","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"213",213,49,2024-05-29,1,15,6666.66666666667,"Overall Crude Rate",168.785386561933,37144.289272926,"Ward","Bournbrook & Selly Park","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"214",214,49,2024-05-29,0,15,0,"Overall Crude Rate",0,24592.5296940929,"Ward","Bournbrook & Selly Park","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"215",215,49,2024-05-29,2,15,13333.3333333333,"Overall Crude Rate",1614.72852362643,48164.5844514931,"Ward","Bournbrook & Selly Park","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"216",216,49,2024-05-29,4,16,25000,"Overall Crude Rate",6811.65858516453,64009.9292212731,"Ward","Bournville & Cotteridge","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"217",217,49,2024-05-29,3,16,18750,"Overall Crude Rate",3866.70076809751,54795.4566858895,"Ward","Bournville & Cotteridge","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"218",218,49,2024-05-29,1,16,6250,"Overall Crude Rate",158.236299901812,34822.7711933681,"Ward","Bournville & Cotteridge","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"219",219,49,2024-05-29,1,16,6250,"Overall Crude Rate",158.236299901812,34822.7711933681,"Ward","Bournville & Cotteridge","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"220",220,49,2024-05-29,1,16,6250,"Overall Crude Rate",158.236299901812,34822.7711933681,"Ward","Bournville & Cotteridge","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"221",221,49,2024-05-29,1,28,3571.42857142857,"Overall Crude Rate",90.4207428010353,19898.7263962104,"Ward","Brandwood & King's Heath","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"222",222,49,2024-05-29,3,28,10714.2857142857,"Overall Crude Rate",2209.54329605572,31311.689534794,"Ward","Brandwood & King's Heath","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"223",223,49,2024-05-29,0,28,0,"Overall Crude Rate",0,13174.5694789783,"Ward","Brandwood & King's Heath","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"224",224,49,2024-05-29,4,28,14285.7142857143,"Overall Crude Rate",3892.37633437973,36577.1024121561,"Ward","Brandwood & King's Heath","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"225",225,49,2024-05-29,1,28,3571.42857142857,"Overall Crude Rate",90.4207428010353,19898.7263962104,"Ward","Brandwood & King's Heath","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"226",226,49,2024-05-29,1,43,2325.58139534884,"Overall Crude Rate",58.8786232192788,12957.3102114858,"Ward","Bromford & Hodge Hill","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"227",227,49,2024-05-29,2,43,4651.16279069767,"Overall Crude Rate",563.277391962709,16801.599227265,"Ward","Bromford & Hodge Hill","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"228",228,49,2024-05-29,3,43,6976.74418604651,"Overall Crude Rate",1438.77237882698,20389.0071389356,"Ward","Bromford & Hodge Hill","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"229",229,49,2024-05-29,2,43,4651.16279069767,"Overall Crude Rate",563.277391962709,16801.599227265,"Ward","Bromford & Hodge Hill","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"230",230,49,2024-05-29,4,43,9302.32558139535,"Overall Crude Rate",2534.57063634029,23817.6480823342,"Ward","Bromford & Hodge Hill","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"231",231,49,2024-05-29,0,8,0,"Overall Crude Rate",0,46110.9931764242,"Ward","Castle Bromwich","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"232",232,49,2024-05-29,2,8,25000,"Overall Crude Rate",3027.61598179956,90308.5958465495,"Ward","Castle Bromwich","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"233",233,49,2024-05-29,0,8,0,"Overall Crude Rate",0,46110.9931764242,"Ward","Castle Bromwich","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"234",234,49,2024-05-29,2,8,25000,"Overall Crude Rate",3027.61598179956,90308.5958465495,"Ward","Castle Bromwich","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"235",235,49,2024-05-29,0,8,0,"Overall Crude Rate",0,46110.9931764242,"Ward","Castle Bromwich","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"236",236,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Castle Vale","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"237",237,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Castle Vale","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"238",238,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Castle Vale","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"239",239,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Castle Vale","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"240",240,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Castle Vale","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"241",241,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Chelmsley Wood","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"242",242,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Chelmsley Wood","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"243",243,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Chelmsley Wood","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"244",244,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Chelmsley Wood","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"245",245,49,2024-05-29,0,7,0,"Overall Crude Rate",0,52698.2779159134,"Ward","Chelmsley Wood","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"246",246,49,2024-05-29,0,13,0,"Overall Crude Rate",0,28375.9958008764,"Ward","Druids Heath & Monyhull","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
